source,title,authors,institution,text,ref
PMID: 10218594 [PubMed - indexed for MEDLINE],,,762: J Bacteriol  1999 May;181(9):2963-5 ,The C-terminal domain of dnaQ contains the polymerase binding site.,"Taft-Benz SA, Schaaper RM."
PMID: 10217794 [PubMed - indexed for MEDLINE],,,763: J Biomol Struct Dyn  1999 Feb;16(4):757-74 ,The effect of queuosine on tRNA structure and function.,"Morris RC, Brown KG, Elliott MS."
PMID: 10217448 [PubMed - indexed for MEDLINE],,,764: Biochimie  1999 Jan-Feb;81(1-2):87-105 ,The contribution of homologous recombination in preserving genome integrity in mammalian cells.,"Thompson LH, Schild D."
"Publication Types: Review Review, Academic",PMID: 10214914 [PubMed - indexed for MEDLINE],,,765: J Biol Chem  1999 Apr 30;274(18):12480-7 ,Genetic analysis and enzyme activity suggest the existence of more than one minimal functional unit capable of synthesizing phosphoribosyl pyrophosphate in Saccharomyces cerevisiae.
"The PRS gene family in Saccharomyces cerevisiae consists of five genes each capable of encoding a 5-phosphoribosyl-1(alpha)-pyrophosphate synthetase polypeptide. To gain insight into the functional organization of this gene family we have constructed a collection of strains containing all possible combinations of disruptions in the five PRS genes. Phenotypically these deletant strains can be classified into three groups: (i) a lethal phenotype that corresponds to strains containing a double disruption in PRS2 and PRS4 in combination with a disruption in either PRS1 or PRS3; simultaneous deletion of PRS1 and PRS5 or PRS3 and PRS5 are also lethal combinations; (ii) a second phenotype that is encountered in strains containing disruptions in PRS1 and PRS3 together or in combination with any of the other PRS genes manifests itself as a reduction in growth rate, enzyme activity, and nucleotide content; (iii) a third phenotype that corresponds to strains that, although affected in their phosphoribosyl pyrophosphate-synthesizing ability, are unimpaired for growth and have nucleotide profiles virtually the same as the wild type. Deletions of PRS2, PRS4, and PRS5 or combinations thereof cause this phenotype. These results suggest that the polypeptides encoded by the members of the PRS gene family may be organized into two functional entities. Evidence that these polypeptides interact with each other in vivo was obtained using the yeast two-hybrid system. Specifically PRS1 and PRS3 polypeptides interact strongly with each other, and there are significant interactions between the PRS5 polypeptide and either the PRS2 or PRS4 polypeptides. These data suggest that yeast phosphoribosyl pyrophosphate synthetase exists in vivo as multimeric complex(es).",PMID: 10212224 [PubMed - indexed for MEDLINE],,,766: Curr Biol  1999 Mar 25;9(6):325-8 ,Mouse Rad54 affects DNA conformation and DNA-damage-induced Rad51 foci formation.
"Error-free repair by homologous recombination of DNA double-strand breaks induced by ionizing radiation (IR) requires the Rad52 group proteins, including Rad51 and Rad54, in the yeast Saccharomyces cerevisiae [1]. The formation of a 'joint' molecule between the damaged DNA and the homologous repair template is a key step in recombination mediated by Rad51 and stimulated by Rad54 [2] [3] [4] [5]. Mammalian homologs of Rad51 and Rad54 have been identified [2] [3] [6]. Here, we demonstrate that mouse Rad54 (mRad54) formed IR-induced nuclear foci that colocalized with mRad51. Interaction between mRad51 and mRad54 was induced by genotoxic stress, but only when lesions that required mRad54 for their repair were formed. Interestingly, mRad54 was essential for the formation of IR-induced mRad51 foci. Rad54 belongs to the SWI2/SNF2 protein family, members of which modulate protein-DNA interactions in an ATP-driven manner [7]. Results of a topological assay suggested that purified human Rad54 (hRad54) protein can unwind double-stranded (ds) DNA at the expense of ATP hydrolysis. Unwinding of the homologous repair template could promote the formation or stabilization of hRad51-mediated joint molecules. Rad54 appears to be required downstream of other Rad52 group proteins, such as Rad52 and the Rad55-Rad57 heterodimer, that assist Rad51 in interacting with the broken DNA [2] [3] [4].",PMID: 10209103 [PubMed - indexed for MEDLINE],,,767: Mol Cell Biol  1999 May;19(5):3580-7 ,"Rho3 of Saccharomyces cerevisiae, which regulates the actin cytoskeleton and exocytosis, is a GTPase which interacts with Myo2 and Exo70."
"The Rho3 protein plays a critical role in the budding yeast Saccharomyces cerevisiae by directing proper cell growth. Rho3 appears to influence cell growth by regulating polarized secretion and the actin cytoskeleton, since rho3 mutants exhibit large rounded cells with an aberrant actin cytoskeleton. To gain insights into how Rho3 influences these events, we have carried out a yeast two-hybrid screen using an S. cerevisiae cDNA library to identify proteins interacting with Rho3. Two proteins, Exo70 and Myo2, were identified in this screen. Interactions with these two proteins are greatly reduced or abolished when mutations are introduced into the Rho3 effector domain. In addition, a type of mutation known to produce dominant negative mutants of Rho proteins abolished the interaction with both of these proteins. In contrast, Rho3 did not interact with protein kinase C (Pkc1), an effector of another Rho family protein, Rho1, nor did Rho1 interact with Exo70 or Myo2. Rho3 did interact with Bni1, another effector of Rho1, but less efficiently than with Rho1. The interaction between Rho3 and Exo70 and between Rho3 and Myo2 was also demonstrated with purified proteins. The interaction between Exo70 and Rho3 in vitro was dependent on the presence of GTP, since Rho3 complexed with guanosine 5'-O-(3-thiotriphosphate) interacted more efficiently with Exo70 than Rho3 complexed with guanosine 5'-O-(3-thiodiphosphate). Overlapping subcellular localization of the Rho3 and Exo70 proteins was demonstrated by indirect immunofluorescence. In addition, patterns of localization of both Exo70 and Rho3 were altered when a dominant active allele of RHO3, RHO3(E129,A131), which causes a morphological abnormality, was expressed. These results provide a direct molecular basis for the action of Rho3 on exocytosis and the actin cytoskeleton.",PMID: 10207081 [PubMed - indexed for MEDLINE],,,768: EMBO J  1999 Apr 15;18(8):2229-40 ,Role of the essential yeast protein PSU1 in p6anscriptional enhancement by the ligand-dependent activation function AF-2 of nuclear receptors.
"Nuclear receptors (NRs) can function as ligandinducible transregulators in both mammalian and yeast cells, indicating that important features of transcriptional control have been conserved throughout evolution. We report here the isolation and characterization of an essential yeast protein of unknown function, PSU1, which exhibits properties expected for a co-activator/mediator of the ligand-dependent activation function AF-2 present in the ligand-binding domain (LBD, region E) of NRs. PSU1 interacts in a ligand-dependent manner with the LBD of several NRs, including retinoic acid (RARalpha), retinoid X (RXRalpha), thyroid hormone (TRalpha), vitamin D3 (VDR) and oestrogen (ERalpha) receptors. Importantly, both in yeast and in vitro, these interactions require the integrity of the AF-2 activating domain. When tethered to a heterologous DNA-binding domain, PSU1 can activate transcription on its own. By using yeast reporter cells that express PSU1 conditionally, we show that PSU1 is required for transactivation by the AF-2 of ERalpha. Taken together these data suggest that in yeast, PSU1 is involved in ligand-dependent transactivation by NRs. Sequence analysis revealed that in addition to a highly conserved motif found in a family of MutT-related proteins, PSU1 contains several alpha-helical leucine-rich motifs sharing the consensus sequence LLxPhiL (x, any amino acid; Phi, hydrophobic amino acid) in regions that elicit either transactivation or NR-binding activity.",PMID: 10205176 [PubMed - indexed for MEDLINE],,,769: J Immunol  1999 Apr 15;162(8):5019-24 ,Mutations that cause the Wiskott-Aldrich syndrome impair the interaction of Wiskott-Aldrich syndrome protein (WASP) with WASP interacting protein.
"Wiskott-Aldrich syndrome (WAS) is an X-linked recessive disorder characterized by thrombocytopenia, eczema, immune deficiency, and a proclivity toward lymphoid malignancy. Lymphocytes of affected individuals show defects of activation, motility, and cytoskeletal structure. The disease gene encodes a 502-amino acid protein named the WAS protein (WASP). Studies have identified a number of important interactions that place WASP in a role of integrating signaling pathways with cytoskeletal function. We performed a two-hybrid screen to identify proteins interacting with WASP and cloned a proline-rich protein as a specific WASP interactor. Our clone of this protein, termed WASP interacting protein (WIP) by others, shows a difference in seven amino acid residues, compared with the previously published sequence revealing an additional profilin binding motif. Deletion mutant analysis reveals that WASP residues 101-151 are necessary for WASP-WIP interaction. Point mutant analyses in the two-hybrid system and in vitro show impairment of WASP-WIP interaction with three WASP missense mutants known to cause WAS. We conclude that impaired WASP-WIP interaction may contribute to WAS.",PMID: 10202051 [PubMed - indexed for MEDLINE],,,770: Nucleic Acids Res  1999 May 1;27(9):1978-84 ,The Saccharomyces cerevisiae Sgs1 helicase efficiently unwinds G-G paired DNAs.
"The Saccharomyces cerevisiae Sgs1p helicase localizes to the nucleolus and is required to maintain the integrity of the rDNA repeats. Sgs1p is a member of the RecQ DNA helicase family, which also includes Schizo-saccharomyces pombe Rqh1, and the human BLM and WRN genes. These genes encode proteins which are essential to maintenance of genomic integrity and which share a highly conserved helicase domain. Here we show that recombinant Sgs1p helicase efficiently unwinds guanine-guanine (G-G) paired DNA. Unwinding of G-G paired DNA is ATP- and Mg2+-dependent and requires a short 3' single-stranded tail. Strikingly, Sgs1p unwinds G-G paired substrates more efficiently than duplex DNAs, as measured either in direct assays or by competition experiments. Sgs1p efficiently unwinds G-G paired telomeric sequences, suggesting that one function of Sgs1p may be to prevent telomere-telomere interactions which can lead to chromosome non-disjunction. The rDNA is G-rich and has considerable potential for G-G pairing. Diminished ability to unwind G-G paired regions may also explain the deleterious effect of mutation of Sgs1 on rDNA stability, and the accelerated aging characteristic of yeast strains that lack Sgs1 as well as humans deficient in the related WRN helicase.",PMID: 10198430 [PubMed - indexed for MEDLINE],,,771: Genetics  1999 Apr;151(4):1459-70 ,"Dna2 mutants reveal interactions with Dna polymerase alpha and Ctf4, a Pol alpha accessory factor, and show that full Dna2 helicase activity is not essential for growth."
